City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
228,Khatanga,RU,2020-04-20 06:47:52,71.97,102.5,33.03,98,30,5.75,scattered clouds,0.0,0.0
229,Verkhoyansk,RU,2020-04-20 06:47:52,67.54,133.38,22.71,90,94,5.64,overcast clouds,0.0,0.0
230,Kizukuri,JP,2020-04-20 06:47:52,40.81,140.39,52.0,71,75,4.7,light rain,0.0,0.0
231,Valparaiso,CL,2020-04-20 06:47:52,-33.04,-71.63,55.4,93,0,4.7,clear sky,0.0,0.0
232,Mildura,AU,2020-04-20 06:47:53,-34.2,142.15,73.4,43,100,8.05,overcast clouds,0.0,0.0
233,Tiksi,RU,2020-04-20 06:47:53,71.69,128.87,21.16,94,100,6.73,overcast clouds,0.0,0.0
234,Prince Rupert,CA,2020-04-20 06:47:53,54.32,-130.32,46.4,87,90,5.82,overcast clouds,0.0,0.0
235,Lubao,PH,2020-04-20 06:47:53,14.92,120.55,96.8,44,75,2.24,broken clouds,0.0,0.0
236,Foz,ES,2020-04-20 06:47:54,43.57,-7.25,50.0,1,55,3.62,broken clouds,0.0,0.0
237,Jesup,US,2020-04-20 06:47:54,31.61,-81.89,66.2,88,90,6.85,thunderstorm,0.0,0.0
238,Sola,VU,2020-04-20 06:47:54,-13.88,167.55,83.62,67,21,2.64,few clouds,0.0,0.0
239,Dombarovskiy,RU,2020-04-20 06:47:54,50.76,59.54,49.68,86,100,10.16,moderate rain,0.2488188976377953,0.0
240,Oksfjord,NO,2020-04-20 06:47:54,70.24,22.35,41.0,75,40,27.51,scattered clouds,0.0,0.0
241,Karaton,ID,2020-04-20 06:47:55,-6.34,106.1,91.4,55,20,12.75,few clouds,0.0,0.0
242,Bonavista,CA,2020-04-20 06:47:55,48.65,-53.11,33.28,96,100,27.78,moderate rain,0.1767716535433071,0.0
243,Kokopo,PG,2020-04-20 06:47:55,-4.35,152.26,82.85,77,96,3.27,moderate rain,0.1283464566929134,0.0
244,Grafton,US,2020-04-20 06:47:55,42.21,-71.69,46.99,65,1,11.41,clear sky,0.0,0.0
245,Amherstburg,CA,2020-04-20 06:47:55,42.12,-83.05,32.0,74,1,4.7,clear sky,0.0,0.0
246,San Fernando,PH,2020-04-20 06:47:55,15.03,120.69,96.8,44,75,2.24,broken clouds,0.0,0.0
247,Praia Da Vitoria,PT,2020-04-20 06:47:56,38.73,-27.07,51.8,81,20,10.07,few clouds,0.0,0.0
248,Kimbe,PG,2020-04-20 06:47:56,-5.55,150.14,84.29,78,88,1.54,moderate rain,0.1826771653543307,0.0
249,Kieta,PG,2020-04-20 06:47:56,-6.22,155.63,82.99,74,93,2.89,moderate rain,0.131496062992126,0.0
250,Clyde River,CA,2020-04-20 06:47:56,70.47,-68.59,-5.8,70,1,2.24,clear sky,0.0,0.0
251,Tuktoyaktuk,CA,2020-04-20 06:47:56,69.45,-133.04,6.26,95,100,3.74,overcast clouds,0.0,0.0
252,Hasaki,JP,2020-04-20 06:47:56,35.73,140.83,51.8,100,75,9.17,light intensity shower rain,0.0,0.0
253,Bojnurd,IR,2020-04-20 06:47:57,37.47,57.33,64.4,45,20,6.93,few clouds,0.0,0.0
254,Pangnirtung,CA,2020-04-20 06:47:57,66.15,-65.71,3.43,76,59,4.36,broken clouds,0.0,0.0
255,Port-Gentil,GA,2020-04-20 06:47:57,-0.72,8.78,82.4,88,40,3.36,thunderstorm,0.0,0.0
256,Yeppoon,AU,2020-04-20 06:43:15,-23.13,150.73,84.2,62,75,6.93,broken clouds,0.0,0.0
257,Ribeira Grande,PT,2020-04-20 06:47:57,38.52,-28.7,51.8,71,20,10.29,few clouds,0.0,0.0
258,Peace River,CA,2020-04-20 06:45:31,56.25,-117.29,42.8,78,90,6.93,overcast clouds,0.0,0.0
259,Hailar,CN,2020-04-20 06:47:58,49.2,119.7,29.17,59,100,22.62,overcast clouds,0.0,0.0
260,Baruun-Urt,MN,2020-04-20 06:47:58,46.68,113.28,28.49,54,93,20.15,light snow,0.0,0.01889763779527559
261,Fortuna,US,2020-04-20 06:47:58,40.6,-124.16,51.01,93,90,3.36,overcast clouds,0.0,0.0
262,Port Macquarie,AU,2020-04-20 06:47:58,-31.43,152.92,73.99,67,99,6.02,overcast clouds,0.0,0.0
263,Requena,ES,2020-04-20 06:47:58,39.49,-1.1,57.0,94,45,4.59,scattered clouds,0.0,0.0
264,Zapolyarnyy,RU,2020-04-20 06:47:58,69.42,30.81,37.4,69,20,21.92,few clouds,0.0,0.0
265,Barhi,IN,2020-04-20 06:47:59,23.9,80.8,100.51,10,100,5.88,overcast clouds,0.0,0.0
266,Chuy,UY,2020-04-20 06:47:59,-33.7,-53.46,63.68,85,0,9.28,clear sky,0.0,0.0
267,Bjelovar,HR,2020-04-20 06:47:59,45.9,16.85,48.99,91,100,1.01,overcast clouds,0.0,0.0
268,Fez,MA,2020-04-20 06:45:02,34.04,-5.0,53.6,76,40,13.87,scattered clouds,0.0,0.0
269,Santa Cruz,BO,2020-04-20 06:47:59,-17.8,-63.17,66.2,82,1,3.36,clear sky,0.0,0.0
270,Sao Miguel Do Araguaia,BR,2020-04-20 06:48:00,-13.28,-50.16,71.33,88,92,2.04,light rain,0.10078740157480316,0.0
271,Vila Velha,BR,2020-04-20 06:48:00,-20.33,-40.29,73.0,83,41,1.12,scattered clouds,0.0,0.0
272,Cidreira,BR,2020-04-20 06:48:00,-30.18,-50.21,65.88,86,0,14.16,clear sky,0.0,0.0
273,Arrecife,ES,2020-04-20 06:48:00,28.96,-13.55,64.4,68,75,5.82,broken clouds,0.0,0.0
274,Dunedin,NZ,2020-04-20 06:46:09,-45.87,170.5,55.99,54,81,1.01,broken clouds,0.0,0.0
275,Gao,ML,2020-04-20 06:43:28,16.64,1.64,84.49,32,45,7.7,scattered clouds,0.0,0.0
276,Plouzane,FR,2020-04-20 06:48:01,48.38,-4.62,50.0,93,90,13.87,overcast clouds,0.0,0.0
277,Alyangula,AU,2020-04-20 06:48:01,-13.85,136.42,93.2,38,21,9.17,few clouds,0.0,0.0
278,Vila Do Maio,CV,2020-04-20 06:48:01,15.13,-23.22,68.0,68,20,11.41,few clouds,0.0,0.0
279,Lynchburg,US,2020-04-20 06:46:25,37.41,-79.14,53.01,81,90,0.96,overcast clouds,0.0,0.0
280,Charters Towers,AU,2020-04-20 06:48:01,-20.1,146.27,88.29,20,85,3.18,overcast clouds,0.0,0.0
281,Beira,MZ,2020-04-20 06:48:01,-19.84,34.84,75.2,78,20,10.29,few clouds,0.0,0.0
282,Inta,RU,2020-04-20 06:48:02,66.03,60.17,34.92,96,100,9.1,light snow,0.0,0.005511811023622048
283,Wajima,JP,2020-04-20 06:48:02,37.4,136.9,53.6,93,75,19.46,light intensity shower rain,0.0,0.0
284,Cabo San Lucas,MX,2020-04-20 06:48:02,22.89,-109.91,68.0,65,43,11.77,scattered clouds,0.0,0.0
285,Chik,RU,2020-04-20 06:48:03,54.99,82.43,68.0,18,3,4.47,clear sky,0.0,0.0
286,Lavrentiya,RU,2020-04-20 06:48:03,65.58,-171.0,16.0,93,98,6.69,overcast clouds,0.0,0.0
287,Sioux Lookout,CA,2020-04-20 06:48:03,50.1,-91.92,32.0,92,75,11.41,light snow,0.0,0.0
288,Nuuk,GL,2020-04-20 06:48:03,64.18,-51.72,32.0,87,57,20.8,broken clouds,0.0,0.0
289,Castro,BR,2020-04-20 06:43:23,-24.79,-50.01,55.0,69,66,5.17,broken clouds,0.0,0.0
290,Jacareacanga,BR,2020-04-20 06:48:04,-6.22,-57.75,71.13,93,79,1.07,broken clouds,0.0,0.0
291,Kidal,ML,2020-04-20 06:48:04,18.44,1.41,78.71,30,22,11.81,few clouds,0.0,0.0
292,Simao,CN,2020-04-20 06:48:04,22.79,100.97,90.34,15,1,12.39,clear sky,0.0,0.0
293,Dudhani,IN,2020-04-20 06:48:04,17.37,76.37,100.4,17,30,4.36,scattered clouds,0.0,0.0
294,Saldanha,ZA,2020-04-20 06:48:04,-33.01,17.94,59.0,78,75,5.82,broken clouds,0.0,0.0
295,Gavle,SE,2020-04-20 06:48:05,60.67,17.14,44.37,68,47,4.59,scattered clouds,0.0,0.0
296,Copiapo,CL,2020-04-20 06:48:05,-27.37,-70.33,60.8,82,0,3.36,clear sky,0.0,0.0
297,San Luis,AR,2020-04-20 06:48:05,-33.3,-66.34,59.9,53,0,4.14,clear sky,0.0,0.0
298,East Wenatchee Bench,US,2020-04-20 06:48:05,47.43,-120.28,53.6,50,1,6.93,clear sky,0.0,0.0
299,Ketchikan,US,2020-04-20 06:48:05,55.34,-131.65,46.4,93,90,8.05,overcast clouds,0.0,0.0
300,Port Hedland,AU,2020-04-20 06:48:05,-20.32,118.57,95.0,44,56,14.99,broken clouds,0.0,0.0
301,Tzaneen,ZA,2020-04-20 06:48:06,-23.83,30.16,57.2,82,15,3.36,few clouds,0.0,0.0
302,Rawson,AR,2020-04-20 06:48:06,-43.3,-65.1,57.31,44,48,27.11,scattered clouds,0.0,0.0
303,Strezhevoy,RU,2020-04-20 06:48:06,60.73,77.59,44.6,87,20,6.71,few clouds,0.0,0.0
304,Schkeuditz,DE,2020-04-20 06:48:06,51.4,12.22,46.0,52,0,11.41,clear sky,0.0,0.0
305,Fort Nelson,CA,2020-04-20 06:48:06,58.81,-122.7,48.2,49,75,5.82,broken clouds,0.0,0.0
306,Kayerkan,RU,2020-04-20 06:48:06,69.35,87.76,37.4,64,99,31.32,overcast clouds,0.0,0.0
307,Solnechnyy,RU,2020-04-20 06:48:07,50.72,136.63,33.13,76,100,9.69,overcast clouds,0.0,0.0
308,Cheney,US,2020-04-20 06:45:15,47.49,-117.58,53.6,58,40,4.7,scattered clouds,0.0,0.0
309,Manokwari,ID,2020-04-20 06:48:07,-0.87,134.08,85.06,70,17,6.13,light rain,0.05039370078740158,0.0
310,Hamilton,US,2020-04-20 06:48:07,39.18,-84.53,46.99,75,90,9.17,overcast clouds,0.0,0.0
311,Kapoeta,SS,2020-04-20 06:48:07,4.77,33.59,80.76,41,93,1.66,overcast clouds,0.0,0.0
312,Belmonte,BR,2020-04-20 06:48:08,-15.86,-38.88,71.6,88,71,8.05,light rain,0.01889763779527559,0.0
313,Darhan,MN,2020-04-20 06:48:08,49.49,105.92,35.42,46,99,15.75,overcast clouds,0.0,0.0
314,Hobyo,SO,2020-04-20 06:48:08,5.35,48.53,87.04,64,97,7.43,light rain,0.01732283464566929,0.0
315,Naze,JP,2020-04-20 06:48:08,28.37,129.48,71.6,64,40,12.75,scattered clouds,0.0,0.0
316,Siocon,PH,2020-04-20 06:48:08,7.71,122.14,84.49,74,70,3.24,light rain,0.04921259842519685,0.0
317,Beringovskiy,RU,2020-04-20 06:48:08,63.05,179.32,19.81,96,100,15.03,light snow,0.0,0.018110236220472444
318,Te Anau,NZ,2020-04-20 06:48:09,-45.42,167.72,49.12,67,40,5.57,light rain,0.011023622047244096,0.0
319,Mitsamiouli,KM,2020-04-20 06:48:09,-11.38,43.28,87.8,62,20,13.87,few clouds,0.0,0.0
320,Vieira De Leiria,PT,2020-04-20 06:48:09,39.87,-8.93,53.6,93,75,5.82,broken clouds,0.0,0.0
321,Xiashi,CN,2020-04-20 06:48:09,30.54,120.69,68.4,55,30,4.25,scattered clouds,0.0,0.0
322,Bosaso,SO,2020-04-20 06:48:10,11.28,49.18,85.8,61,83,4.0,broken clouds,0.0,0.0
323,Guangyuan,CN,2020-04-20 06:48:10,32.44,105.82,69.01,75,100,1.01,overcast clouds,0.0,0.0
324,Wanlaweyn,SO,2020-04-20 06:48:10,2.62,44.89,83.79,68,100,13.67,moderate rain,0.19055118110236222,0.0
325,Mo I Rana,NO,2020-04-20 06:44:01,66.31,14.14,39.0,93,75,5.82,light intensity drizzle,0.0,0.0
326,Disraeli,CA,2020-04-20 06:48:10,45.9,-71.35,32.0,91,90,14.99,light snow,0.0,0.0
327,Oparino,RU,2020-04-20 06:48:10,59.85,48.28,43.2,58,11,4.03,few clouds,0.0,0.0
328,Wasilla,US,2020-04-20 06:45:13,61.58,-149.44,44.6,75,90,2.08,light rain,0.0,0.0
329,Lerwick,GB,2020-04-20 06:48:11,60.15,-1.15,46.4,70,0,5.82,clear sky,0.0,0.0
330,Pampas,PE,2020-04-20 06:48:11,-12.4,-74.9,45.5,29,78,1.61,broken clouds,0.0,0.0
331,Stornoway,GB,2020-04-20 06:48:11,58.21,-6.39,37.4,93,0,1.12,clear sky,0.0,0.0
332,Cajititlan,MX,2020-04-20 06:48:12,20.43,-103.32,69.8,46,5,3.36,clear sky,0.0,0.0
333,Tsiroanomandidy,MG,2020-04-20 06:48:12,-18.77,46.03,70.81,51,1,6.44,clear sky,0.0,0.0
334,Zyryanka,RU,2020-04-20 06:48:12,65.75,150.85,18.84,84,61,4.27,broken clouds,0.0,0.0
335,Streator,US,2020-04-20 06:48:12,41.12,-88.84,39.0,72,1,4.34,clear sky,0.0,0.0
336,Tukrah,LY,2020-04-20 06:48:12,32.53,20.58,69.78,39,97,19.46,overcast clouds,0.0,0.0
337,Carutapera,BR,2020-04-20 06:48:12,-1.2,-46.02,78.91,86,46,6.4,scattered clouds,0.0,0.0
338,Chifeng,CN,2020-04-20 06:48:13,42.27,118.96,43.2,36,17,27.69,few clouds,0.0,0.0
339,Nyirtelek,HU,2020-04-20 06:48:13,48.02,21.63,48.2,39,0,17.22,clear sky,0.0,0.0
340,Andenes,NO,2020-04-20 06:48:13,69.31,16.12,43.0,81,40,17.22,scattered clouds,0.0,0.0
341,Araripe,BR,2020-04-20 06:48:13,-7.21,-40.05,66.83,81,100,3.36,light rain,0.0673228346456693,0.0
342,Spearfish,US,2020-04-20 06:46:14,44.49,-103.86,41.0,57,1,13.87,clear sky,0.0,0.0
343,Bibiani,GH,2020-04-20 06:48:14,6.46,-2.32,72.23,93,100,1.36,overcast clouds,0.0,0.0
344,Ouallam,NE,2020-04-20 06:48:14,14.32,2.09,82.81,44,5,4.99,clear sky,0.0,0.0
345,Goksun,TR,2020-04-20 06:48:14,38.02,36.5,64.4,59,100,1.12,overcast clouds,0.0,0.0
346,Kalmunai,LK,2020-04-20 06:48:14,7.42,81.82,88.21,64,28,10.33,light rain,0.029527559055118113,0.0
347,Tommot,RU,2020-04-20 06:48:15,58.96,126.29,26.33,82,100,5.88,light snow,0.0,0.007874015748031498
348,Korla,CN,2020-04-20 06:44:22,41.76,86.15,66.18,20,91,3.44,light rain,0.007874015748031498,0.0
349,Hammerfest,NO,2020-04-20 06:48:15,70.66,23.68,41.0,69,75,46.08,shower rain,0.0,0.0
350,Ozernovskiy,RU,2020-04-20 06:48:15,51.5,156.52,28.85,90,62,8.7,broken clouds,0.0,0.0
351,Waitati,NZ,2020-04-20 06:48:15,-45.75,170.57,55.99,58,62,1.01,broken clouds,0.0,0.0
352,Chernyshevskiy,RU,2020-04-20 06:48:16,63.01,112.47,30.74,82,61,4.99,broken clouds,0.0,0.0
353,Naliya,IN,2020-04-20 06:48:16,23.27,68.83,89.83,41,3,16.69,clear sky,0.0,0.0
354,Monrovia,LR,2020-04-20 06:48:16,6.3,-10.8,78.8,94,40,6.17,scattered clouds,0.0,0.0
355,Enterprise,US,2020-04-20 06:48:16,36.03,-115.24,69.8,28,20,6.93,few clouds,0.0,0.0
356,Diego De Almagro,CL,2020-04-20 06:48:16,-26.37,-70.05,55.24,53,0,1.25,clear sky,0.0,0.0
357,Manching,DE,2020-04-20 06:48:17,48.72,11.49,46.4,51,20,14.99,few clouds,0.0,0.0
358,Port Hardy,CA,2020-04-20 06:48:17,50.7,-127.42,50.0,81,75,8.05,broken clouds,0.0,0.0
359,Hay River,CA,2020-04-20 06:48:17,60.82,-115.8,24.8,68,20,12.75,few clouds,0.0,0.0
360,Olafsvik,IS,2020-04-20 06:48:17,64.89,-23.71,44.2,91,100,16.51,overcast clouds,0.0,0.0
361,Doha,QA,2020-04-20 06:48:17,25.29,51.53,87.01,65,81,11.41,light rain,0.011811023622047244,0.0
362,Kungurtug,RU,2020-04-20 06:48:18,50.6,97.52,48.92,25,0,4.34,clear sky,0.0,0.0
363,Adrar,MR,2020-04-20 06:48:18,20.5,-10.07,69.93,21,0,9.15,clear sky,0.0,0.0
364,Digras,IN,2020-04-20 06:48:18,20.12,77.72,103.95,13,34,4.79,scattered clouds,0.0,0.0
365,Cayenne,GF,2020-04-20 06:48:18,4.93,-52.33,75.2,100,100,5.82,moderate rain,0.0,0.0
366,Marsa Matruh,EG,2020-04-20 06:48:19,31.35,27.25,60.8,77,0,5.57,clear sky,0.0,0.0
367,Fallon,US,2020-04-20 06:45:01,39.47,-118.78,46.4,45,1,6.93,clear sky,0.0,0.0
368,Kangaatsiaq,GL,2020-04-20 06:48:19,68.31,-53.46,28.71,88,100,15.77,overcast clouds,0.0,0.0
369,Lima,PE,2020-04-20 06:45:04,-12.04,-77.03,68.0,82,22,4.7,few clouds,0.0,0.0
370,Nagato,JP,2020-04-20 06:48:19,34.38,131.2,59.4,73,33,14.2,scattered clouds,0.0,0.0
371,Severo-Kurilsk,RU,2020-04-20 06:48:20,50.68,156.12,32.2,89,46,9.78,scattered clouds,0.0,0.0
372,Namatanai,PG,2020-04-20 06:48:20,-3.67,152.43,84.07,72,90,5.3,light rain,0.040157480314960636,0.0
373,Da Lat,VN,2020-04-20 06:48:20,11.95,108.44,84.07,24,14,4.32,few clouds,0.0,0.0
374,Maceio,BR,2020-04-20 06:48:20,-9.67,-35.74,78.53,83,70,8.46,light rain,0.0889763779527559,0.0
375,Juneau,US,2020-04-20 06:45:02,58.3,-134.42,44.6,75,20,5.82,few clouds,0.0,0.0
376,Aranos,NA,2020-04-20 06:48:20,-24.13,19.12,69.62,27,0,12.35,clear sky,0.0,0.0
377,Bengkulu,ID,2020-04-20 06:48:21,-3.8,102.27,88.72,59,47,6.26,scattered clouds,0.0,0.0
378,Port Blair,IN,2020-04-20 06:48:21,11.67,92.75,85.21,74,28,8.08,light rain,0.04055118110236221,0.0
379,Yumen,CN,2020-04-20 06:48:21,40.28,97.2,57.97,16,88,15.93,overcast clouds,0.0,0.0
380,Asfi,MA,2020-04-20 06:48:21,32.3,-9.24,58.6,77,24,2.44,few clouds,0.0,0.0
381,Ituango,CO,2020-04-20 06:48:21,7.17,-75.76,60.87,62,94,1.39,overcast clouds,0.0,0.0
382,Teguise,ES,2020-04-20 06:48:22,29.06,-13.56,64.4,68,75,5.82,broken clouds,0.0,0.0
383,Aswan,EG,2020-04-20 06:48:22,24.09,32.91,77.81,29,0,8.5,clear sky,0.0,0.0
384,Vila,PT,2020-04-20 06:48:22,42.03,-8.16,48.2,100,99,4.7,overcast clouds,0.0,0.0
385,Barreiras,BR,2020-04-20 06:48:22,-12.15,-44.99,69.49,81,31,2.86,scattered clouds,0.0,0.0
386,Lingao,CN,2020-04-20 06:48:23,19.91,109.69,81.82,72,32,9.75,scattered clouds,0.0,0.0
387,Nidzica,PL,2020-04-20 06:48:23,53.36,20.43,37.4,100,75,6.93,broken clouds,0.0,0.0
388,Ginda,IN,2020-04-20 06:48:23,30.69,78.49,66.56,17,47,7.52,scattered clouds,0.0,0.0
389,New Amsterdam,GY,2020-04-20 06:48:23,6.25,-57.52,77.47,89,92,12.41,moderate rain,0.212992125984252,0.0
390,Hofn,IS,2020-04-20 06:48:23,64.25,-15.21,44.64,87,93,7.81,overcast clouds,0.0,0.0
391,Brewster,US,2020-04-20 06:48:24,41.4,-73.62,51.8,76,75,4.99,broken clouds,0.0,0.0
392,Jonesboro,US,2020-04-20 06:43:33,35.84,-90.7,52.0,93,1,8.05,clear sky,0.0,0.0
393,Banda Aceh,ID,2020-04-20 06:48:24,5.56,95.32,88.9,64,21,9.4,few clouds,0.0,0.0
394,Ginir,ET,2020-04-20 06:48:24,7.13,40.7,67.69,44,99,1.03,light rain,0.005511811023622048,0.0
395,Jieshi,CN,2020-04-20 06:48:25,22.81,115.83,87.01,69,21,3.0,few clouds,0.0,0.0
396,Quatre Cocos,MU,2020-04-20 06:48:25,-20.21,57.76,77.0,83,75,14.99,light intensity shower rain,0.0,0.0
397,Souillac,MU,2020-04-20 06:48:25,-20.52,57.52,77.0,83,75,14.99,light intensity shower rain,0.0,0.0
398,Pasni,PK,2020-04-20 06:48:26,25.26,63.47,86.76,48,6,5.35,clear sky,0.0,0.0
399,Ulkan,RU,2020-04-20 06:48:26,57.24,107.32,34.25,66,27,8.05,scattered clouds,0.0,0.0
400,Villarrobledo,ES,2020-04-20 06:48:26,39.27,-2.6,44.01,97,0,3.0,clear sky,0.0,0.0
401,Kasane,BW,2020-04-20 06:48:26,-17.82,25.15,66.2,63,2,12.75,clear sky,0.0,0.0
402,Turlock,US,2020-04-20 06:47:31,37.49,-120.85,59.0,62,1,11.41,clear sky,0.0,0.0
403,Madras,IN,2020-04-20 06:45:07,13.09,80.28,91.4,55,40,12.75,scattered clouds,0.0,0.0
404,Veraval,IN,2020-04-20 06:48:27,20.9,70.37,93.9,32,0,13.13,clear sky,0.0,0.0
405,Malino,PH,2020-04-20 06:48:27,15.13,120.67,96.8,44,75,2.24,broken clouds,0.0,0.0
406,Srandakan,ID,2020-04-20 06:48:27,-7.94,110.25,87.12,66,85,3.56,light rain,0.03228346456692913,0.0
407,Tigzirt,DZ,2020-04-20 06:48:28,36.89,4.12,62.38,85,100,20.02,light rain,0.07795275590551182,0.0
408,North Bend,US,2020-04-20 06:48:28,43.41,-124.22,48.2,87,1,5.82,clear sky,0.0,0.0
409,Pacific Grove,US,2020-04-20 06:48:28,36.62,-121.92,57.2,67,90,6.93,overcast clouds,0.0,0.0
410,Olinda,BR,2020-04-20 06:43:37,-8.01,-34.86,78.8,88,40,3.36,scattered clouds,0.0,0.0
411,Fuzhou,CN,2020-04-20 06:48:28,26.06,119.31,69.8,68,90,6.71,overcast clouds,0.0,0.0
412,Goya,AR,2020-04-20 06:48:29,-29.14,-59.26,61.74,72,0,4.94,clear sky,0.0,0.0
413,Kashi,CN,2020-04-20 06:48:29,39.45,75.98,57.2,67,75,11.18,broken clouds,0.0,0.0
414,Geraldton,AU,2020-04-20 06:48:29,-28.77,114.6,75.2,41,0,13.87,clear sky,0.0,0.0
415,Kutum,SD,2020-04-20 06:48:29,14.2,24.67,74.05,13,100,4.92,overcast clouds,0.0,0.0
416,Basoko,CD,2020-04-20 06:48:30,1.24,23.62,73.89,80,95,4.03,overcast clouds,0.0,0.0
417,San Quintin,MX,2020-04-20 06:48:30,30.48,-115.95,59.0,78,89,15.39,overcast clouds,0.0,0.0
418,Cururupu,BR,2020-04-20 06:48:30,-1.83,-44.87,76.75,91,57,3.02,broken clouds,0.0,0.0
419,Takayama,JP,2020-04-20 06:48:30,36.13,137.25,57.99,82,75,18.34,light intensity shower rain,0.0,0.0
420,Labuhan,ID,2020-04-20 06:48:31,-6.88,112.21,87.93,65,48,6.4,light rain,0.042913385826771656,0.0
421,Coquimbo,CL,2020-04-20 06:48:31,-29.95,-71.34,59.0,93,6,2.24,clear sky,0.0,0.0
422,Stokmarknes,NO,2020-04-20 06:48:31,68.56,14.91,43.0,87,100,5.99,overcast clouds,0.0,0.0
423,Fort Pierce,US,2020-04-20 06:48:32,27.45,-80.33,77.0,83,1,6.93,clear sky,0.0,0.0
424,Poum,NC,2020-04-20 06:48:32,-20.23,164.02,80.01,81,95,14.05,light rain,0.027559055118110236,0.0
425,Ourossogui,SN,2020-04-20 06:48:32,15.61,-13.32,78.8,34,89,4.7,overcast clouds,0.0,0.0
426,Vidim,RU,2020-04-20 06:48:32,56.41,103.11,37.8,50,0,6.46,clear sky,0.0,0.0
427,Tarko-Sale,RU,2020-04-20 06:48:32,64.92,77.78,41.0,82,72,13.62,broken clouds,0.0,0.0
428,Nianzishan,CN,2020-04-20 06:48:33,47.52,122.88,27.25,95,100,24.16,snow,0.0,0.12716535433070866
429,Storsteinnes,NO,2020-04-20 06:48:33,69.24,19.23,42.8,60,40,29.97,scattered clouds,0.0,0.0
430,Ixtapa,MX,2020-04-20 06:48:33,20.7,-105.2,73.4,83,75,3.89,broken clouds,0.0,0.0
431,Kalabo,ZM,2020-04-20 06:48:34,-14.97,22.68,66.97,54,14,6.96,few clouds,0.0,0.0
432,Richards Bay,ZA,2020-04-20 06:48:34,-28.78,32.04,70.02,72,1,10.18,clear sky,0.0,0.0
433,Deputatskiy,RU,2020-04-20 06:48:34,69.3,139.9,12.0,88,60,6.06,broken clouds,0.0,0.0
434,Sao Jose Da Coroa Grande,BR,2020-04-20 06:48:34,-8.9,-35.15,79.07,81,47,7.45,moderate rain,0.15354330708661418,0.0
435,Mareeba,AU,2020-04-20 06:48:35,-17.0,145.43,86.0,76,73,8.01,light rain,0.006299212598425198,0.0
436,Nieves,PH,2020-04-20 06:48:35,15.33,120.95,96.8,44,75,2.24,broken clouds,0.0,0.0
437,Maniitsoq,GL,2020-04-20 06:48:35,65.42,-52.9,26.53,88,100,22.79,light snow,0.0,0.004724409448818898
438,La Ronge,CA,2020-04-20 06:48:35,55.1,-105.28,30.2,54,20,9.17,few clouds,0.0,0.0
439,Mabaruma,GY,2020-04-20 06:48:36,8.2,-59.78,75.15,89,74,5.1,broken clouds,0.0,0.0
440,Shingu,JP,2020-04-20 06:48:36,33.73,135.98,68.0,64,75,14.99,broken clouds,0.0,0.0
441,Mount Isa,AU,2020-04-20 06:48:36,-20.73,139.5,96.8,12,48,9.17,scattered clouds,0.0,0.0
442,Guderup,DK,2020-04-20 06:48:36,54.99,9.87,48.0,75,0,4.7,clear sky,0.0,0.0
443,Bhainsdehi,IN,2020-04-20 06:48:36,21.65,77.63,96.26,12,67,9.44,broken clouds,0.0,0.0
444,Buala,SB,2020-04-20 06:48:37,-8.14,159.59,83.97,74,53,3.65,light rain,0.0688976377952756,0.0
445,Corumba,BR,2020-04-20 06:48:37,-19.01,-57.65,70.68,85,1,1.34,clear sky,0.0,0.0
446,Maine-Soroa,NE,2020-04-20 06:48:37,13.21,12.02,81.66,14,51,4.05,broken clouds,0.0,0.0
447,Lethem,GY,2020-04-20 06:48:37,3.38,-59.8,79.14,73,96,6.44,light rain,0.0515748031496063,0.0
448,Ostersund,SE,2020-04-20 06:48:38,63.18,14.64,35.6,80,96,13.87,overcast clouds,0.0,0.0
449,Waddan,LY,2020-04-20 06:48:38,29.16,16.14,79.88,14,92,14.58,overcast clouds,0.0,0.0
450,Marzuq,YE,2020-04-20 06:48:38,14.4,46.47,76.48,41,81,2.19,light rain,0.005118110236220473,0.0
451,Knysna,ZA,2020-04-20 06:48:38,-34.04,23.05,60.8,93,75,1.12,broken clouds,0.0,0.0
452,Bathsheba,BB,2020-04-20 06:48:38,13.22,-59.52,78.8,69,20,19.46,few clouds,0.0,0.0
453,Sanary-Sur-Mer,FR,2020-04-20 06:48:39,43.12,5.8,59.0,91,100,5.01,light rain,0.11023622047244094,0.0
454,Tucuma,BR,2020-04-20 06:48:39,-0.18,-50.05,75.45,92,100,2.17,light rain,0.014960629921259844,0.0
455,Ust-Kut,RU,2020-04-20 06:48:39,56.79,105.77,34.93,64,0,7.65,clear sky,0.0,0.0
456,Mandera,KE,2020-04-20 06:48:39,3.94,41.87,82.38,60,100,13.65,light rain,0.030314960629921263,0.0
457,Galveston,US,2020-04-20 06:48:39,29.37,-94.97,73.0,94,51,7.81,light rain,0.0,0.0
458,Linxia,CN,2020-04-20 06:48:40,35.6,103.21,42.53,40,100,5.3,light rain,0.05039370078740158,0.0
459,Zhob,PK,2020-04-20 06:44:57,31.34,69.45,68.49,23,30,2.84,scattered clouds,0.0,0.0
460,Gaoua,BF,2020-04-20 06:48:40,10.3,-3.25,79.02,65,53,6.17,broken clouds,0.0,0.0
