City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,Castro,-24.79,-50.01,57.07,70,34,5.88,BR,2020-04-20 00:06:41
299,Dunedin,-45.87,170.5,54.63,56,46,10.65,NZ,2020-04-20 00:06:45
300,Lichtenburg,-26.15,26.16,57.22,33,9,2.55,ZA,2020-04-20 00:06:45
301,Los Llanos De Aridane,28.66,-17.92,64.4,68,41,3.36,ES,2020-04-20 00:06:45
302,Jumla,29.27,82.18,44.67,31,97,4.59,NP,2020-04-20 00:06:45
303,Annau,37.89,58.52,59.0,72,0,2.24,TM,2020-04-20 00:06:45
304,Santa Maria,-29.68,-53.81,64.09,62,0,3.94,BR,2020-04-20 00:06:46
305,Jinchang,38.5,102.17,40.86,27,99,11.9,CN,2020-04-20 00:06:46
306,Necochea,-38.55,-58.74,55.0,83,61,1.01,AR,2020-04-20 00:06:46
307,Dingle,11.0,122.67,83.32,76,89,12.44,PH,2020-04-20 00:06:46
308,Hobyo,5.35,48.53,84.02,74,100,9.66,SO,2020-04-20 00:06:05
309,Mariestad,58.71,13.82,30.2,100,13,2.24,SE,2020-04-20 00:06:46
310,Surt,31.21,16.59,69.75,35,96,21.07,LY,2020-04-20 00:04:51
311,Isangel,-19.55,169.27,82.4,83,75,5.82,VU,2020-04-20 00:06:47
312,Port Lincoln,-34.73,135.87,62.22,58,100,15.35,AU,2020-04-20 00:06:32
313,Mirnyy,62.54,113.96,21.2,62,37,8.95,RU,2020-04-20 00:06:47
314,Raymondville,26.48,-97.78,98.6,16,1,12.75,US,2020-04-20 00:06:47
315,Hamilton,39.18,-84.53,55.99,54,75,9.17,US,2020-04-20 00:05:44
316,Sindor,62.86,51.89,33.84,94,100,3.09,RU,2020-04-20 00:06:48
317,Careiro Da Varzea,-3.2,-59.81,82.4,78,40,3.36,BR,2020-04-20 00:06:48
318,Manbij,36.53,37.95,50.0,81,40,2.95,SY,2020-04-20 00:06:48
319,Dwarka,22.24,68.97,80.15,81,29,11.23,IN,2020-04-20 00:06:48
320,Reshetylivka,49.56,34.08,39.63,69,18,3.27,UA,2020-04-20 00:06:49
321,Vokhtoga,58.81,41.05,31.08,94,43,2.82,RU,2020-04-20 00:06:49
322,Henties Bay,-22.12,14.28,59.0,93,5,1.99,NA,2020-04-20 00:05:51
323,Aguimes,27.91,-15.45,64.4,68,20,14.99,ES,2020-04-20 00:06:49
324,Mustafakemalpasa,40.04,28.41,55.99,87,18,2.24,TR,2020-04-20 00:06:49
325,Talnakh,69.49,88.4,37.4,74,100,26.84,RU,2020-04-20 00:06:50
326,Safita,34.82,36.12,57.99,73,15,2.08,SY,2020-04-20 00:06:50
327,Chingirlau,51.09,54.08,45.68,74,99,7.0,KZ,2020-04-20 00:06:50
328,Hofn,64.25,-15.21,44.04,84,99,8.34,IS,2020-04-20 00:06:50
329,Kollam,8.88,76.6,82.4,78,20,3.36,IN,2020-04-20 00:06:50
330,Sehithwa,-20.47,22.72,69.46,32,1,7.94,BW,2020-04-20 00:06:51
331,Oparino,59.85,48.28,29.41,96,0,3.31,RU,2020-04-20 00:06:51
332,Avera,33.19,-82.53,57.2,94,75,4.7,US,2020-04-20 00:03:29
333,Homer,59.64,-151.55,53.6,58,75,12.75,US,2020-04-20 00:04:12
334,Campestre,-21.71,-46.25,58.98,70,57,1.52,BR,2020-04-20 00:06:51
335,Ugoofaaru,5.67,73.0,85.95,71,30,8.48,MV,2020-04-20 00:06:51
336,Sabang,5.89,95.32,83.1,75,36,8.34,ID,2020-04-20 00:06:52
337,Pathein,16.78,94.73,77.59,87,7,6.69,MM,2020-04-20 00:06:52
338,Sao Joao Da Barra,-21.64,-41.05,71.65,77,71,6.73,BR,2020-04-20 00:06:30
339,Buguruslan,53.66,52.44,39.97,68,100,2.73,RU,2020-04-20 00:06:52
340,Itaituba,-4.28,-55.98,71.42,96,100,0.98,BR,2020-04-20 00:06:53
341,Road Town,18.42,-64.62,80.01,82,33,10.0,VG,2020-04-20 00:04:03
342,Mnogovershinnyy,53.94,139.92,22.15,95,100,11.65,RU,2020-04-20 00:06:53
343,Cornelio Procopio,-23.18,-50.65,75.2,53,1,5.82,BR,2020-04-20 00:06:53
344,Asyut,27.18,31.18,64.4,48,0,12.75,EG,2020-04-20 00:06:53
345,Oussouye,12.48,-16.55,77.0,65,72,4.7,SN,2020-04-20 00:06:54
346,Roebourne,-20.78,117.13,83.89,58,97,6.44,AU,2020-04-20 00:06:54
347,Kaitangata,-46.28,169.85,59.0,44,52,7.0,NZ,2020-04-20 00:06:54
348,San Quintin,30.48,-115.95,62.33,66,87,18.21,MX,2020-04-20 00:04:10
349,Houma,29.6,-90.72,79.0,83,40,20.8,US,2020-04-20 00:06:54
350,Leningradskiy,69.38,178.42,13.62,92,93,9.06,RU,2020-04-20 00:06:55
351,Siemiatycze,52.43,22.86,32.77,87,0,6.31,PL,2020-04-20 00:06:55
352,Copiapo,-27.37,-70.33,62.6,77,75,6.93,CL,2020-04-20 00:06:55
353,Pachino,36.72,15.09,62.6,77,100,2.24,IT,2020-04-20 00:06:55
354,Manama,26.22,50.58,77.0,69,94,2.24,BH,2020-04-20 00:01:55
355,Kodiak,57.79,-152.41,44.6,81,90,10.29,US,2020-04-20 00:06:56
356,Mont-Dore,-22.28,166.58,78.01,100,100,2.24,NC,2020-04-20 00:06:56
357,Klaksvik,62.23,-6.59,41.0,93,1,11.41,FO,2020-04-20 00:06:56
358,Hauterive,46.09,3.45,57.2,100,75,1.12,FR,2020-04-20 00:04:14
359,Ballina,-28.87,153.57,71.6,56,0,8.05,AU,2020-04-20 00:06:56
360,Melnikovo,56.56,84.08,44.01,45,77,4.36,RU,2020-04-20 00:06:57
361,Kindu,-2.95,25.95,67.73,85,45,1.48,CD,2020-04-20 00:06:57
362,Boralday,43.36,76.86,44.6,75,20,6.71,KZ,2020-04-20 00:06:57
363,Airai,-8.93,125.41,67.21,52,0,2.8,TL,2020-04-20 00:06:57
364,Valparaiso,-33.04,-71.63,68.0,68,0,4.7,CL,2020-04-20 00:06:57
365,Lompoc,34.64,-120.46,62.6,63,1,12.75,US,2020-04-20 00:06:58
366,Jalu,29.03,21.55,71.15,24,38,8.03,LY,2020-04-20 00:06:56
367,Hudiksvall,61.73,17.1,37.99,79,11,6.76,SE,2020-04-20 00:06:58
368,Mungaa,-4.97,34.88,60.21,62,100,1.61,TZ,2020-04-20 00:06:58
369,Mehran,33.12,46.16,51.8,71,0,4.7,IR,2020-04-20 00:06:59
370,Sobolevo,54.43,31.9,31.84,90,1,9.91,RU,2020-04-20 00:06:59
371,Narsaq,60.92,-46.05,28.4,58,0,4.7,GL,2020-04-20 00:06:59
372,Linjiang,41.81,126.91,47.75,52,98,6.51,CN,2020-04-20 00:06:59
373,Camacha,33.08,-16.33,62.6,67,40,11.41,PT,2020-04-20 00:06:59
374,Mogadishu,2.04,45.34,83.17,74,88,8.08,SO,2020-04-20 00:07:00
375,Payson,40.04,-111.73,57.2,41,75,4.7,US,2020-04-20 00:02:11
376,Ataco,3.59,-75.38,77.63,56,91,1.68,CO,2020-04-20 00:07:00
377,Madisonville,37.33,-87.5,55.4,62,90,4.7,US,2020-04-20 00:05:15
378,Hirara,24.8,125.28,69.8,100,75,13.87,JP,2020-04-20 00:07:00
379,Shaoyang,27.23,111.45,61.77,73,81,2.08,CN,2020-04-20 00:07:01
380,Wonthaggi,-38.6,145.59,62.01,68,74,14.0,AU,2020-04-20 00:07:01
381,Lethem,3.38,-59.8,87.51,50,73,7.85,GY,2020-04-20 00:07:01
382,Lazaro Cardenas,17.96,-102.2,80.53,71,35,6.82,MX,2020-04-20 00:07:01
383,Luzon,6.52,126.09,81.54,82,100,10.6,PH,2020-04-20 00:07:01
384,Kampot,10.62,104.18,81.59,78,11,3.91,KH,2020-04-20 00:07:02
385,Piacabucu,-10.41,-36.43,79.59,83,15,8.61,BR,2020-04-20 00:07:02
386,Cap Malheureux,-19.98,57.61,75.2,88,40,11.41,MU,2020-04-20 00:07:02
387,Muscat,23.61,58.59,80.6,94,20,5.82,OM,2020-04-20 00:03:07
388,Mackay,-21.15,149.2,84.0,88,90,6.93,AU,2020-04-20 00:06:50
389,Nizwa,22.93,57.53,77.45,34,7,1.14,OM,2020-04-20 00:07:03
390,Kitimat,54.05,-128.65,62.6,39,20,16.11,CA,2020-04-20 00:07:03
391,Yarada,17.65,83.27,80.6,88,20,2.24,IN,2020-04-20 00:07:03
392,Jardim,-21.48,-56.14,70.09,63,18,3.71,BR,2020-04-20 00:07:03
393,Megion,61.03,76.11,35.6,100,90,2.24,RU,2020-04-20 00:07:03
394,Itarema,-2.92,-39.92,77.83,86,18,3.76,BR,2020-04-20 00:04:20
395,Beringovskiy,63.05,179.32,20.41,96,100,18.28,RU,2020-04-20 00:06:16
396,Pisco,-13.7,-76.22,71.6,73,0,17.22,PE,2020-04-20 00:03:34
397,Lagos,6.58,3.75,80.6,88,20,2.24,NG,2020-04-20 00:07:04
398,Aksarka,66.56,67.8,33.1,94,100,6.93,RU,2020-04-20 00:07:04
399,Tomball,30.1,-95.62,84.0,69,1,10.29,US,2020-04-20 00:07:05
400,La Paz,-16.5,-68.15,46.4,61,75,3.36,BO,2020-04-20 00:07:05
401,Moa,20.66,-74.94,78.19,80,31,7.94,CU,2020-04-20 00:06:53
402,Mildura,-34.2,142.15,68.0,40,99,6.93,AU,2020-04-20 00:07:05
403,Concepcion,-36.83,-73.05,59.0,82,100,10.29,CL,2020-04-20 00:07:06
404,Grand Gaube,-20.01,57.66,75.2,88,40,11.41,MU,2020-04-20 00:07:06
405,Nikolayevskaya,47.61,41.5,48.94,57,99,6.89,RU,2020-04-20 00:07:06
406,Chkalovskoye,44.84,133.04,48.94,53,100,11.61,RU,2020-04-20 00:07:06
407,San Carlos De Bariloche,-41.15,-71.31,50.0,57,75,20.8,AR,2020-04-20 00:04:00
408,Gagnoa,6.13,-5.94,74.95,90,82,3.18,CI,2020-04-20 00:07:07
409,Krabi,8.07,98.91,81.0,100,20,4.7,TH,2020-04-20 00:07:07
410,Huarmey,-10.07,-78.15,72.63,74,6,8.08,PE,2020-04-20 00:07:07
411,Kozlovo,56.52,36.27,31.35,94,0,4.29,RU,2020-04-20 00:07:07
412,Tual,-5.67,132.75,84.58,72,0,6.58,ID,2020-04-20 00:07:06
413,Yulara,-25.24,130.99,80.6,36,25,12.75,AU,2020-04-20 00:06:10
414,Castle Rock,39.37,-104.86,59.0,31,90,5.23,US,2020-04-20 00:07:08
415,Arman,59.7,150.17,11.35,82,0,7.0,RU,2020-04-20 00:07:08
416,Tabatinga,-4.25,-69.94,80.6,88,20,0.45,BR,2020-04-20 00:07:08
417,Concarneau,47.88,-3.92,53.01,76,98,8.05,FR,2020-04-20 00:07:08
418,Maragogi,-9.01,-35.22,80.01,80,40,6.64,BR,2020-04-20 00:07:09
419,Shingu,33.73,135.98,62.6,93,75,3.36,JP,2020-04-20 00:07:09
420,Cabedelo,-6.98,-34.83,77.0,94,11,7.67,BR,2020-04-20 00:07:09
421,At-Bashi,41.17,75.81,41.72,26,50,4.5,KG,2020-04-20 00:07:09
422,Dakar,14.69,-17.44,68.0,88,0,18.34,SN,2020-04-20 00:07:09
423,Vila Franca Do Campo,37.72,-25.43,55.4,62,20,4.7,PT,2020-04-20 00:07:10
424,Suntar,62.14,117.63,21.45,93,35,4.99,RU,2020-04-20 00:04:56
425,Vung Tau,10.35,107.08,82.15,77,8,10.47,VN,2020-04-20 00:07:10
426,Leh,34.17,77.58,29.64,21,99,1.83,IN,2020-04-20 00:06:43
427,Chabahar,25.29,60.64,79.11,72,11,8.23,IR,2020-04-20 00:07:11
428,Guatire,10.48,-66.54,75.0,73,48,3.0,VE,2020-04-20 00:07:11
429,Point Pleasant,40.08,-74.07,57.2,35,1,8.05,US,2020-04-20 00:07:11
430,Puerto Parra,6.65,-74.06,77.27,88,82,1.81,CO,2020-04-20 00:07:11
431,Coolum Beach,-26.53,153.1,75.0,58,0,1.01,AU,2020-04-20 00:07:12
432,Nyurba,63.28,118.33,20.48,93,87,4.81,RU,2020-04-20 00:07:12
433,Omboue,-1.57,9.26,76.44,89,100,2.17,GA,2020-04-20 00:07:12
434,Sovetskiy,61.36,63.58,31.57,95,18,5.46,RU,2020-04-20 00:07:12
435,Bandarbeyla,9.49,50.81,81.73,68,79,3.11,SO,2020-04-20 00:07:12
436,Garowe,8.41,48.48,77.27,67,32,9.53,SO,2020-04-20 00:05:06
437,Boffa,10.17,-14.03,79.23,79,8,4.83,GN,2020-04-20 00:07:13
438,Jieshi,22.81,115.83,79.0,83,57,4.74,CN,2020-04-20 00:07:13
439,Timizart,36.8,4.27,58.48,88,100,8.59,DZ,2020-04-20 00:04:11
440,Colquechaca,-18.67,-66.02,35.87,22,43,3.8,BO,2020-04-20 00:07:13
441,Pavilosta,56.89,21.19,39.2,100,0,8.57,LV,2020-04-20 00:07:13
442,Tuy Hoa,13.08,109.3,78.84,78,99,4.32,VN,2020-04-20 00:07:14
443,Iwata,34.7,137.85,57.0,100,75,6.93,JP,2020-04-20 00:07:14
444,Konch,25.98,79.15,79.56,22,57,6.49,IN,2020-04-20 00:05:21
445,Qeshm,26.96,56.27,77.0,83,90,2.24,IR,2020-04-20 00:07:14
446,Kilrush,52.64,-9.48,50.0,87,40,5.82,IE,2020-04-20 00:07:14
447,Sturgeon Bay,44.83,-87.38,39.2,59,1,10.29,US,2020-04-20 00:07:15
448,Saint Anthony,45.02,-93.22,50.0,23,1,8.05,US,2020-04-20 00:07:15
449,Mahenge,-8.68,36.72,60.96,84,75,2.06,TZ,2020-04-20 00:07:15
450,Along,28.17,94.77,64.51,69,100,2.42,IN,2020-04-20 00:07:15
451,Sorland,67.67,12.69,40.82,94,100,19.01,NO,2020-04-20 00:07:16
452,Kununurra,-15.77,128.73,84.2,66,72,1.12,AU,2020-04-20 00:07:16
453,Serenje,-13.23,30.24,57.38,62,13,5.1,ZM,2020-04-20 00:07:16
454,Fort Saint James,54.43,-124.25,61.41,47,2,3.38,CA,2020-04-20 00:07:16
455,Beya,53.05,90.91,42.53,52,0,2.91,RU,2020-04-20 00:04:05
456,Banda Aceh,5.56,95.32,79.68,81,66,4.85,ID,2020-04-20 00:07:16
457,Bosaso,11.28,49.18,83.1,67,94,1.7,SO,2020-04-20 00:07:17
458,Gniezno,52.53,17.58,37.0,63,0,3.0,PL,2020-04-20 00:07:17
459,Havoysund,71.0,24.66,37.4,100,75,39.15,NO,2020-04-20 00:07:17
460,Purpe,64.48,76.69,34.0,92,99,10.38,RU,2020-04-20 00:07:17
461,Zapolyarnyy,69.42,30.81,35.6,88,100,18.34,RU,2020-04-20 00:07:17
462,Tevaitoa,-16.78,-151.5,83.48,76,53,16.31,PF,2020-04-20 00:07:18
463,Ambilobe,-13.2,49.05,72.0,87,71,3.76,MG,2020-04-20 00:07:18
464,Hailar,49.2,119.7,24.89,75,100,21.41,CN,2020-04-20 00:07:18
465,Flinders,-34.58,150.86,64.0,62,100,4.99,AU,2020-04-20 00:07:18
466,Garden City,42.33,-83.33,59.0,57,75,10.29,US,2020-04-20 00:07:18
467,Mersing,2.43,103.84,77.0,94,10,3.36,MY,2020-04-20 00:07:19
468,Manavgat,36.79,31.44,55.4,71,70,3.36,TR,2020-04-20 00:07:19
469,Tigil,57.8,158.67,18.91,92,96,5.01,RU,2020-04-20 00:07:19
470,Dongsheng,39.82,109.98,31.32,36,0,20.2,CN,2020-04-20 00:07:19
471,Waingapu,-9.66,120.26,81.41,70,92,2.93,ID,2020-04-20 00:07:20
472,Bonavista,48.65,-53.11,32.4,96,100,39.48,CA,2020-04-20 00:07:20
473,Kyzyl-Suu,42.34,78.0,40.06,31,12,4.59,KG,2020-04-20 00:07:20
474,Salalah,17.02,54.09,82.4,69,40,5.82,OM,2020-04-20 00:07:20
475,La Sarre,48.8,-79.2,20.66,87,65,7.78,CA,2020-04-20 00:04:04
476,Chapais,49.78,-74.85,19.4,52,20,11.41,CA,2020-04-20 00:07:21
477,Neryungri,56.67,124.65,13.8,81,59,16.2,RU,2020-04-20 00:03:49
478,Laguna,38.42,-121.42,71.01,48,1,6.93,US,2020-04-20 00:02:32
479,Manjacaze,-24.71,33.88,68.04,89,2,7.63,MZ,2020-04-20 00:07:21
480,Port Blair,11.67,92.75,83.32,77,11,6.38,IN,2020-04-20 00:06:52
481,North Bend,43.41,-124.22,57.99,66,1,8.05,US,2020-04-20 00:07:21
482,Teya,60.38,92.63,31.64,83,46,4.7,RU,2020-04-20 00:07:22
483,Sungaipenuh,-2.08,101.38,66.63,72,45,2.64,ID,2020-04-20 00:07:22
484,Chunhuhub,19.55,-88.68,88.57,45,73,6.87,MX,2020-04-20 00:07:22
485,Tallahassee,30.44,-84.28,78.8,78,75,10.29,US,2020-04-20 00:07:22
486,Yazoo City,32.86,-90.41,64.4,100,90,4.7,US,2020-04-20 00:07:23
487,Beaverlodge,55.22,-119.44,60.8,45,20,9.17,CA,2020-04-20 00:07:23
488,Brookings,44.31,-96.8,48.99,36,1,8.05,US,2020-04-20 00:07:23
489,Kamina,-8.74,24.99,64.08,71,100,3.98,CD,2020-04-20 00:07:23
490,Raton,36.9,-104.44,59.0,28,90,14.99,US,2020-04-20 00:07:23
491,Bagaha,27.1,84.08,77.0,38,87,8.84,IN,2020-04-20 00:07:23
492,Minab,27.15,57.08,75.2,83,90,2.24,IR,2020-04-20 00:07:24
493,Kolondieba,11.09,-6.89,90.72,34,67,5.97,ML,2020-04-20 00:07:24
494,Ajdabiya,30.76,20.23,68.83,34,50,7.34,LY,2020-04-20 00:07:24
495,Bandundu,-3.32,17.37,70.48,87,78,1.32,CD,2020-04-20 00:07:24
496,Torres,-29.34,-49.73,66.09,84,6,9.1,BR,2020-04-20 00:07:25
497,Susurluk,39.91,28.16,55.99,87,20,5.32,TR,2020-04-20 00:07:25
498,Samagaltay,50.6,95.0,37.33,41,0,2.13,RU,2020-04-20 00:07:25
499,Marsa Matruh,31.35,27.25,53.6,76,0,1.77,EG,2020-04-20 00:07:25
500,Fairbanks,64.84,-147.72,52.0,93,75,3.36,US,2020-04-20 00:05:10
501,Sabha,27.04,14.43,80.24,14,8,19.75,LY,2020-04-20 00:07:26
502,Pula,44.87,13.85,60.01,58,100,10.29,HR,2020-04-20 00:07:26
503,Taltal,-25.4,-70.48,60.87,75,0,2.08,CL,2020-04-20 00:07:26
504,Svetlyy,54.67,20.13,39.2,86,0,6.71,RU,2020-04-20 00:07:27
505,Belaya Gora,68.53,146.42,10.67,91,85,9.17,RU,2020-04-20 00:07:27
506,Sao Filipe,14.9,-24.5,71.82,74,0,19.71,CV,2020-04-20 00:07:27
507,Fortuna,40.6,-124.16,55.0,76,90,13.87,US,2020-04-20 00:07:27
508,La Reforma,25.08,-108.05,81.0,68,19,8.01,MX,2020-04-20 00:07:27
509,Hurup,56.75,8.42,39.0,63,0,4.54,DK,2020-04-20 00:07:28
510,Mporokoso,-9.37,30.12,59.65,63,41,6.08,ZM,2020-04-20 00:07:28
511,Amot,59.57,7.99,39.0,74,0,4.18,NO,2020-04-20 00:07:28
512,Miri,4.41,114.01,80.6,94,75,2.24,MY,2020-04-20 00:07:28
513,Vardo,70.37,31.11,38.88,90,100,17.13,NO,2020-04-20 00:07:28
514,Hirado,33.36,129.55,61.0,82,75,11.41,JP,2020-04-20 00:07:29
515,Kaeo,-35.1,173.78,61.0,95,100,1.01,NZ,2020-04-20 00:07:29
516,Kibre Mengist,5.88,38.98,60.1,61,100,1.03,ET,2020-04-20 00:07:29
517,La Rioja,42.25,-2.5,53.6,87,90,6.93,ES,2020-04-20 00:07:29
518,Soloneshnoye,51.65,84.32,47.48,57,13,3.74,RU,2020-04-20 00:07:29
519,Grants Pass,42.44,-123.33,71.6,17,1,4.7,US,2020-04-20 00:02:32
520,Ust-Kuyga,70.02,135.6,11.82,92,33,8.28,RU,2020-04-20 00:07:30
521,Katobu,-4.94,122.53,81.48,73,58,0.54,ID,2020-04-20 00:07:30
522,San Policarpo,12.18,125.51,82.33,83,95,13.11,PH,2020-04-20 00:07:30
523,Balrampur,27.43,82.18,75.56,38,30,4.41,IN,2020-04-20 00:07:30
524,Pueblo Nuevo,23.38,-105.38,73.17,20,29,8.68,MX,2020-04-20 00:07:31
525,Turtas,58.94,69.13,35.35,83,8,4.27,RU,2020-04-20 00:07:31
526,Bom Despacho,-19.74,-45.25,65.88,73,94,4.56,BR,2020-04-20 00:02:49
527,Beni,0.5,29.47,62.15,72,69,1.72,CD,2020-04-20 00:07:31
528,Bolama,11.58,-15.47,77.27,68,83,10.51,GW,2020-04-20 00:07:31
529,Sabzevar,36.21,57.68,60.01,38,0,2.35,IR,2020-04-20 00:07:31
530,Metro,-5.11,105.31,77.67,88,51,1.79,ID,2020-04-20 00:07:32
531,Puerto Suarez,-18.95,-57.8,76.1,69,31,1.77,BO,2020-04-20 00:06:09
532,Daru,-9.08,143.21,84.34,76,47,9.24,PG,2020-04-20 00:07:32
533,Vuktyl,63.86,57.31,34.54,94,100,6.11,RU,2020-04-20 00:07:32
534,Vondrozo,-22.82,47.28,60.03,88,37,1.43,MG,2020-04-20 00:07:32
535,Noumea,-22.28,166.46,78.01,100,100,2.24,NC,2020-04-20 00:02:55
536,Polyarnyy,69.2,33.45,33.8,94,75,2.24,RU,2020-04-20 00:07:33
537,Minot,48.23,-101.3,57.2,20,1,27.51,US,2020-04-20 00:06:50
538,Najran,17.49,44.13,71.6,64,40,2.24,SA,2020-04-20 00:07:34
539,Los Chiles,11.03,-84.72,75.99,76,3,13.0,CR,2020-04-20 00:07:34
540,Bathsheba,13.22,-59.52,80.6,69,20,19.46,BB,2020-04-20 00:07:34
541,Tiznit,29.58,-9.5,54.79,71,78,9.51,MA,2020-04-20 00:07:34
542,Kommunisticheskiy,61.68,64.48,31.48,94,12,6.31,RU,2020-04-20 00:07:34
543,Netivot,31.42,34.59,62.01,16,0,6.64,IL,2020-04-20 00:07:35
544,Peace River,56.25,-117.29,55.4,43,75,9.17,CA,2020-04-20 00:07:35
545,Changji,44.02,87.32,55.4,50,25,2.24,CN,2020-04-20 00:07:35
546,Honiara,-9.43,159.95,86.0,70,20,4.7,SB,2020-04-20 00:07:35
547,Edd,13.93,41.69,85.84,66,85,9.46,ER,2020-04-20 00:07:35
548,Santa Rosa,14.31,121.11,88.0,66,20,4.7,PH,2020-04-20 00:04:57
549,La Asuncion,11.03,-63.86,82.4,74,40,17.22,VE,2020-04-20 00:07:36
550,Nome,64.5,-165.41,39.0,86,90,4.7,US,2020-04-20 00:07:36
551,Shubarkuduk,49.14,56.49,52.57,82,100,15.12,KZ,2020-04-20 00:07:21
552,Aripuana,-9.17,-60.63,75.76,88,95,1.66,BR,2020-04-20 00:07:37
553,Otautau,-46.15,168.0,55.99,66,46,5.99,NZ,2020-04-20 00:05:26
554,Bubaque,11.28,-15.83,77.02,74,75,13.06,GW,2020-04-20 00:05:04
555,Kutum,14.2,24.67,63.57,18,97,3.29,SD,2020-04-20 00:07:37
556,Subtanjalla,-14.02,-75.76,71.6,73,6,17.22,PE,2020-04-20 00:07:37
557,Chumikan,54.72,135.31,23.67,95,100,17.11,RU,2020-04-20 00:07:37
